sample_index,service_cycle,z_raw
885,13275100,321
886,13290100,339
887,13305100,265
888,13320100,132
889,13335100,137
890,13350100,256
891,13365100,322
892,13380100,337
893,13395100,257
894,13410100,123
895,13425100,135
896,13440100,262
897,13455100,325
898,13470100,337
899,13485100,255
900,13500100,121
901,13515100,146
902,13530100,265
903,13545100,325
904,13560100,335
905,13575100,245
906,13590100,119
907,13605100,152
908,13620100,272
909,13635100,330
910,13650100,333
911,13665100,239
912,13680100,112
913,13695100,153
914,13710100,270
915,13725100,333
916,13740100,332
917,13755100,232
918,13770100,117
919,13785100,162
920,13800100,280
921,13815100,333
922,13830100,333
923,13845100,226
924,13860100,111
925,13875100,167
926,13890100,281
927,13905100,332
928,13920100,330
929,13935100,217
930,13950100,109
931,13965100,171
932,13980100,283
933,13995100,336
934,14010100,328
935,14025100,211
936,14040100,106
937,14055100,181
938,14070100,292
939,14085100,337
940,14100100,323
941,14115100,204
942,14130100,103
943,14145100,187
944,14160100,296
945,14175100,335
946,14190100,319
947,14205100,193
948,14220100,106
949,14235100,189
950,14250100,298
951,14265100,339
952,14280100,316
953,14295100,184
954,14310100,108
955,14325100,195
956,14340100,297
957,14355100,337
958,14370100,311
959,14385100,183
960,14400100,109
961,14415100,203
962,14430100,304
963,14445100,335
964,14460100,309
965,14475100,172
966,14490100,111
967,14505100,209
968,14520100,305
969,14535100,333
970,14550100,303
971,14565100,167
972,14580100,111
973,14595100,216
974,14610100,305
975,14625100,340
976,14640100,300
977,14655100,157
978,14670100,113
979,14685100,223
980,14700100,310
981,14715100,337
982,14730100,294
983,14745100,156
984,14760100,115
985,14775100,228
986,14790100,312
987,14805100,339
988,14820100,289
989,14835100,147
990,14850100,119
991,14865100,231
992,14880100,315
993,14895100,337
994,14910100,282
995,14925100,142
996,14940100,120
997,14955100,242
998,14970100,318
999,14985100,338
1000,15000100,280
1001,15015100,137
1002,15030100,126
1003,15045100,245
1004,15060100,318
1005,15075100,340
1006,15090100,271
1007,15105100,137
1008,15120100,128
1009,15135100,250
1010,15150100,323
1011,15165100,336
1012,15180100,260
1013,15195100,127
1014,15210100,137
1015,15225100,257
1016,15240100,322
1017,15255100,340
1018,15270100,258
1019,15285100,121
1020,15300100,141
1021,15315100,259
1022,15330100,323
1023,15345100,341
