sample_index,service_cycle,z_raw
367,5505100,272
368,5520100,329
369,5535100,329
370,5550100,202
371,5565100,118
372,5580100,187
373,5595100,273
374,5610100,335
375,5625100,327
376,5640100,196
377,5655100,114
378,5670100,193
379,5685100,278
380,5700100,335
381,5715100,324
382,5730100,186
383,5745100,114
384,5760100,200
385,5775100,277
386,5790100,339
387,5805100,320
388,5820100,179
389,5835100,117
390,5850100,203
391,5865100,283
392,5880100,341
393,5895100,315
394,5910100,176
395,5925100,119
396,5940100,207
397,5955100,286
398,5970100,344
399,5985100,313
400,6000100,167
401,6015100,120
402,6030100,212
403,6045100,292
404,6060100,339
405,6075100,306
406,6090100,160
407,6105100,125
408,6120100,214
409,6135100,295
410,6150100,339
411,6165100,299
412,6180100,151
413,6195100,131
414,6210100,221
415,6225100,299
416,6240100,346
417,6255100,296
418,6270100,146
419,6285100,132
420,6300100,226
421,6315100,301
422,6330100,345
423,6345100,288
424,6360100,146
425,6375100,133
426,6390100,229
427,6405100,300
428,6420100,348
429,6435100,287
430,6450100,142
431,6465100,134
432,6480100,231
433,6495100,302
434,6510100,346
435,6525100,275
436,6540100,139
437,6555100,140
438,6570100,236
439,6585100,308
440,6600100,346
441,6615100,268
442,6630100,133
443,6645100,141
444,6660100,239
445,6675100,310
446,6690100,347
447,6705100,262
448,6720100,130
449,6735100,150
450,6750100,245
451,6765100,310
452,6780100,346
453,6795100,255
454,6810100,126
455,6825100,154
456,6840100,249
457,6855100,313
458,6870100,345
459,6885100,249
460,6900100,121
461,6915100,155
462,6930100,248
463,6945100,322
464,6960100,345
465,6975100,244
466,6990100,119
467,7005100,161
468,7020100,254
469,7035100,321
470,7050100,344
471,7065100,236
472,7080100,121
473,7095100,164
474,7110100,259
475,7125100,323
476,7140100,344
477,7155100,234
478,7170100,120
479,7185100,173
480,7200100,262
481,7215100,327
482,7230100,339
483,7245100,220
484,7260100,118
485,7275100,172
486,7290100,264
487,7305100,329
488,7320100,336
489,7335100,214
490,7350100,114
491,7365100,181
492,7380100,270
493,7395100,327
494,7410100,337
495,7425100,206
496,7440100,115
497,7455100,182
498,7470100,272
499,7485100,333
500,7500100,327
501,7515100,200
502,7530100,114
503,7545100,189
504,7560100,276
505,7575100,334
506,7590100,331
507,7605100,191
508,7620100,115
509,7635100,195
510,7650100,278
511,7665100,336
512,7680100,323
513,7695100,187
514,7710100,119
515,7725100,197
516,7740100,277
517,7755100,337
518,7770100,321
519,7785100,179
520,7800100,120
521,7815100,202
522,7830100,283
523,7845100,337
524,7860100,315
525,7875100,171
526,7890100,120
527,7905100,207
528,7920100,291
529,7935100,344
530,7950100,311
531,7965100,169
532,7980100,117
533,7995100,214
534,8010100,289
535,8025100,342
536,8040100,303
537,8055100,159
538,8070100,124
539,8085100,219
540,8100100,294
541,8115100,343
542,8130100,300
543,8145100,158
544,8160100,132
545,8175100,222
546,8190100,295
547,8205100,346
548,8220100,292
549,8235100,151
550,8250100,127
551,8265100,222
552,8280100,297
553,8295100,344
554,8310100,290
555,8325100,145
556,8340100,134
557,8355100,230
558,8370100,304
559,8385100,347
560,8400100,283
561,8415100,146
562,8430100,137
563,8445100,232
564,8460100,305
565,8475100,345
566,8490100,272
567,8505100,137
568,8520100,145
569,8535100,237
570,8550100,304
571,8565100,347
572,8580100,271
573,8595100,132
574,8610100,143
575,8625100,238
576,8640100,308
577,8655100,347
578,8670100,260
579,8685100,127
580,8700100,147
581,8715100,246
582,8730100,311
583,8745100,346
584,8760100,257
585,8775100,125
586,8790100,155
587,8805100,249
588,8820100,316
589,8835100,346
590,8850100,248
591,8865100,124
592,8880100,157
593,8895100,249
594,8910100,319
595,8925100,346
596,8940100,248
597,8955100,121
598,8970100,160
599,8985100,259
600,9000100,320
601,9015100,340
602,9030100,234
603,9045100,118
604,9060100,164
605,9075100,262
606,9090100,322
607,9105100,340
608,9120100,230
609,9135100,118
610,9150100,168
611,9165100,264
612,9180100,323
613,9195100,336
614,9210100,218
615,9225100,115
616,9240100,174
617,9255100,262
618,9270100,325
619,9285100,335
620,9300100,215
621,9315100,117
622,9330100,179
623,9345100,268
624,9360100,330
625,9375100,334
626,9390100,206
627,9405100,116
628,9420100,186
629,9435100,269
630,9450100,333
631,9465100,329
632,9480100,199
633,9495100,119
634,9510100,188
635,9525100,277
636,9540100,332
637,9555100,326
638,9570100,194
639,9585100,116
640,9600100,192
641,9615100,280
642,9630100,339
643,9645100,326
644,9660100,182
645,9675100,122
646,9690100,199
647,9705100,283
648,9720100,336
649,9735100,319
650,9750100,179
651,9765100,114
652,9780100,202
653,9795100,286
654,9810100,340
655,9825100,316
656,9840100,171
657,9855100,123
658,9870100,210
659,9885100,292
660,9900100,342
661,9915100,312
662,9930100,168
663,9945100,124
664,9960100,215
665,9975100,292
666,9990100,344
667,10005100,304
668,10020100,162
669,10035100,125
670,10050100,216
671,10065100,290
672,10080100,343
673,10095100,299
674,10110100,159
675,10125100,127
676,10140100,220
677,10155100,297
678,10170100,343
679,10185100,291
680,10200100,149
681,10215100,128
682,10230100,225
683,10245100,298
684,10260100,344
685,10275100,286
686,10290100,147
687,10305100,133
688,10320100,229
689,10335100,306
690,10350100,347
691,10365100,284
692,10380100,143
693,10395100,138
694,10410100,229
695,10425100,302
696,10440100,348
697,10455100,274
698,10470100,137
699,10485100,140
700,10500100,235
701,10515100,308
702,10530100,346
703,10545100,269
704,10560100,134
705,10575100,144
706,10590100,242
707,10605100,309
708,10620100,347
709,10635100,262
710,10650100,129
711,10665100,151
712,10680100,246
713,10695100,315
714,10710100,350
715,10725100,255
716,10740100,126
717,10755100,148
718,10770100,249
719,10785100,315
720,10800100,345
721,10815100,246
722,10830100,125
723,10845100,159
724,10860100,252
725,10875100,319
726,10890100,343
727,10905100,240
728,10920100,120
729,10935100,163
730,10950100,257
731,10965100,324
732,10980100,342
733,10995100,234
734,11010100,116
735,11025100,166
736,11040100,261
737,11055100,326
738,11070100,342
739,11085100,228
740,11100100,120
741,11115100,171
742,11130100,260
743,11145100,322
744,11160100,339
745,11175100,219
746,11190100,119
747,11205100,175
748,11220100,267
749,11235100,328
750,11250100,337
751,11265100,212
752,11280100,116
753,11295100,181
754,11310100,270
755,11325100,330
756,11340100,334
757,11355100,206
758,11370100,116
759,11385100,185
760,11400100,274
761,11415100,332
762,11430100,333
763,11445100,199
764,11460100,118
765,11475100,191
766,11490100,274
767,11505100,340
768,11520100,328
769,11535100,191
770,11550100,119
771,11565100,193
772,11580100,280
773,11595100,335
774,11610100,324
775,11625100,188
776,11640100,116
777,11655100,202
778,11670100,280
779,11685100,338
780,11700100,317
781,11715100,177
782,11730100,119
783,11745100,200
784,11760100,284
785,11775100,341
786,11790100,316
787,11805100,176
788,11820100,117
789,11835100,209
790,11850100,285
791,11865100,336
792,11880100,308
793,11895100,169
794,11910100,124
795,11925100,213
796,11940100,287
797,11955100,342
798,11970100,308
799,11985100,165
800,12000100,123
801,12015100,216
802,12030100,293
803,12045100,345
804,12060100,301
805,12075100,157
806,12090100,129
807,12105100,224
808,12120100,301
809,12135100,345
810,12150100,293
811,12165100,150
812,12180100,130
813,12195100,222
814,12210100,300
815,12225100,347
816,12240100,287
817,12255100,143
818,12270100,134
819,12285100,229
820,12300100,302
821,12315100,346
822,12330100,279
823,12345100,144
824,12360100,139
825,12375100,233
826,12390100,303
827,12405100,346
828,12420100,278
829,12435100,138
830,12450100,142
831,12465100,238
832,12480100,305
833,12495100,345
834,12510100,267
835,12525100,133
836,12540100,148
837,12555100,239
838,12570100,307
839,12585100,349
840,12600100,263
841,12615100,129
842,12630100,149
843,12645100,244
844,12660100,311
845,12675100,345
846,12690100,259
847,12705100,127
848,12720100,151
849,12735100,250
850,12750100,315
851,12765100,345
852,12780100,242
853,12795100,125
854,12810100,153
855,12825100,253
856,12840100,322
857,12855100,342
858,12870100,241
859,12885100,120
860,12900100,164
861,12915100,256
862,12930100,320
863,12945100,342
864,12960100,234
865,12975100,120
866,12990100,165
867,13005100,260
868,13020100,322
869,13035100,345
870,13050100,229
871,13065100,119
872,13080100,171
873,13095100,261
874,13110100,325
875,13125100,341
876,13140100,221
877,13155100,118
878,13170100,177
879,13185100,269
880,13200100,329
881,13215100,338
882,13230100,213
883,13245100,118
884,13260100,181
885,13275100,270
886,13290100,331
887,13305100,333
888,13320100,208
889,13335100,115
890,13350100,187
891,13365100,271
892,13380100,332
893,13395100,329
894,13410100,198
895,13425100,119
896,13440100,187
897,13455100,275
898,13470100,336
899,13485100,328
900,13500100,197
901,13515100,118
902,13530100,195
903,13545100,279
904,13560100,337
905,13575100,321
906,13590100,185
907,13605100,115
908,13620100,198
909,13635100,281
910,13650100,339
911,13665100,317
912,13680100,176
913,13695100,122
914,13710100,203
915,13725100,283
916,13740100,340
917,13755100,312
918,13770100,178
919,13785100,121
920,13800100,208
921,13815100,286
922,13830100,339
923,13845100,310
924,13860100,169
925,13875100,121
926,13890100,213
927,13905100,289
928,13920100,342
929,13935100,304
930,13950100,161
931,13965100,125
932,13980100,220
933,13995100,292
934,14010100,342
935,14025100,299
936,14040100,153
937,14055100,130
938,14070100,222
939,14085100,297
940,14100100,344
941,14115100,295
942,14130100,148
943,14145100,130
944,14160100,225
945,14175100,300
946,14190100,343
947,14205100,288
948,14220100,145
949,14235100,136
950,14250100,229
951,14265100,301
952,14280100,346
953,14295100,284
954,14310100,138
955,14325100,139
956,14340100,231
957,14355100,309
958,14370100,348
959,14385100,277
960,14400100,133
961,14415100,139
962,14430100,236
963,14445100,308
964,14460100,346
965,14475100,267
966,14490100,133
967,14505100,141
968,14520100,241
969,14535100,310
970,14550100,348
971,14565100,262
972,14580100,123
973,14595100,150
974,14610100,242
975,14625100,312
976,14640100,344
977,14655100,256
978,14670100,126
979,14685100,152
980,14700100,246
981,14715100,317
982,14730100,347
983,14745100,245
984,14760100,126
985,14775100,159
986,14790100,251
987,14805100,317
988,14820100,343
989,14835100,241
990,14850100,120
991,14865100,162
992,14880100,254
993,14895100,323
994,14910100,343
995,14925100,234
996,14940100,123
997,14955100,167
998,14970100,257
999,14985100,319
1000,15000100,342
1001,15015100,228
1002,15030100,116
1003,15045100,171
1004,15060100,265
1005,15075100,322
1006,15090100,339
1007,15105100,219
1008,15120100,114
1009,15135100,174
1010,15150100,266
1011,15165100,327
1012,15180100,336
1013,15195100,215
1014,15210100,118
1015,15225100,178
1016,15240100,267
1017,15255100,325
1018,15270100,336
1019,15285100,205
1020,15300100,114
1021,15315100,187
1022,15330100,271
1023,15345100,331
