sample_index,service_cycle,z_raw
936,14040100,126
937,14055100,136
938,14070100,172
939,14085100,231
940,14100100,297
941,14115100,344
942,14130100,357
943,14145100,344
944,14160100,313
945,14175100,279
946,14190100,246
947,14205100,214
948,14220100,182
949,14235100,152
950,14250100,129
951,14265100,130
952,14280100,155
953,14295100,211
954,14310100,273
955,14325100,329
956,14340100,358
957,14355100,352
958,14370100,331
959,14385100,294
960,14400100,259
961,14415100,224
962,14430100,196
963,14445100,163
964,14460100,137
965,14475100,127
966,14490100,141
967,14505100,187
968,14520100,248
969,14535100,311
970,14550100,350
971,14565100,357
972,14580100,335
973,14595100,308
974,14610100,268
975,14625100,240
976,14640100,206
977,14655100,177
978,14670100,145
979,14685100,127
980,14700100,130
981,14715100,164
982,14730100,227
983,14745100,291
984,14760100,340
985,14775100,360
986,14790100,347
987,14805100,318
988,14820100,283
989,14835100,248
990,14850100,218
991,14865100,186
992,14880100,158
993,14895100,133
994,14910100,124
995,14925100,149
996,14940100,203
997,14955100,269
998,14970100,324
999,14985100,357
1000,15000100,354
1001,15015100,335
1002,15030100,295
1003,15045100,262
1004,15060100,230
1005,15075100,197
1006,15090100,166
1007,15105100,139
1008,15120100,125
1009,15135100,137
1010,15150100,178
1011,15165100,244
1012,15180100,308
1013,15195100,349
1014,15210100,357
1015,15225100,341
1016,15240100,307
1017,15255100,274
1018,15270100,244
1019,15285100,210
1020,15300100,181
1021,15315100,145
1022,15330100,130
1023,15345100,133
