sample_index,service_cycle,z_raw
178,2670100,235
179,2685100,241
180,2700100,239
181,2715100,238
182,2730100,243
183,2745100,237
184,2760100,238
185,2775100,238
186,2790100,237
187,2805100,239
188,2820100,241
189,2835100,237
190,2850100,240
191,2865100,237
192,2880100,237
193,2895100,241
194,2910100,239
195,2925100,241
196,2940100,240
197,2955100,240
198,2970100,239
199,2985100,243
200,3000100,241
201,3015100,241
202,3030100,240
203,3045100,237
204,3060100,240
205,3075100,243
206,3090100,239
207,3105100,238
208,3120100,238
209,3135100,241
210,3150100,240
211,3165100,236
212,3180100,240
213,3195100,240
214,3210100,240
215,3225100,239
216,3240100,238
217,3255100,240
218,3270100,238
219,3285100,239
220,3300100,240
221,3315100,244
222,3330100,239
223,3345100,240
224,3360100,240
225,3375100,239
226,3390100,240
227,3405100,238
228,3420100,241
229,3435100,240
230,3450100,239
231,3465100,237
232,3480100,240
233,3495100,241
234,3510100,238
235,3525100,236
236,3540100,242
237,3555100,240
238,3570100,240
239,3585100,242
240,3600100,239
241,3615100,240
242,3630100,239
243,3645100,240
244,3660100,241
245,3675100,239
246,3690100,238
247,3705100,240
248,3720100,241
249,3735100,240
250,3750100,237
251,3765100,236
252,3780100,239
253,3795100,239
254,3810100,238
255,3825100,236
256,3840100,238
257,3855100,238
258,3870100,239
259,3885100,245
260,3900100,242
261,3915100,238
262,3930100,242
263,3945100,239
264,3960100,241
265,3975100,244
266,3990100,238
267,4005100,241
268,4020100,239
269,4035100,239
270,4050100,241
271,4065100,240
272,4080100,241
273,4095100,242
274,4110100,236
275,4125100,241
276,4140100,238
277,4155100,241
278,4170100,240
279,4185100,238
280,4200100,242
281,4215100,235
282,4230100,239
283,4245100,243
284,4260100,243
285,4275100,244
286,4290100,242
287,4305100,244
288,4320100,236
289,4335100,241
290,4350100,235
291,4365100,242
292,4380100,237
293,4395100,237
294,4410100,241
295,4425100,241
296,4440100,237
297,4455100,242
298,4470100,239
299,4485100,238
300,4500100,243
301,4515100,242
302,4530100,241
303,4545100,240
304,4560100,236
305,4575100,240
306,4590100,239
307,4605100,241
308,4620100,242
309,4635100,237
310,4650100,241
311,4665100,240
312,4680100,241
313,4695100,238
314,4710100,239
315,4725100,238
316,4740100,238
317,4755100,244
318,4770100,238
319,4785100,236
320,4800100,242
321,4815100,242
322,4830100,240
323,4845100,241
324,4860100,240
325,4875100,243
326,4890100,240
327,4905100,240
328,4920100,242
329,4935100,241
330,4950100,240
331,4965100,240
332,4980100,242
333,4995100,239
334,5010100,237
335,5025100,238
336,5040100,241
337,5055100,239
338,5070100,243
339,5085100,242
340,5100100,241
341,5115100,236
342,5130100,241
343,5145100,238
344,5160100,244
345,5175100,238
346,5190100,242
347,5205100,242
348,5220100,240
349,5235100,241
350,5250100,245
351,5265100,245
352,5280100,241
353,5295100,240
354,5310100,244
355,5325100,242
356,5340100,246
357,5355100,236
358,5370100,238
359,5385100,238
360,5400100,238
361,5415100,243
362,5430100,239
363,5445100,236
364,5460100,239
365,5475100,245
366,5490100,242
367,5505100,239
368,5520100,238
369,5535100,238
370,5550100,240
371,5565100,242
372,5580100,241
373,5595100,238
374,5610100,240
375,5625100,241
376,5640100,241
377,5655100,239
378,5670100,238
379,5685100,236
380,5700100,240
381,5715100,242
382,5730100,241
383,5745100,244
384,5760100,239
385,5775100,238
386,5790100,244
387,5805100,237
388,5820100,239
389,5835100,237
390,5850100,241
391,5865100,237
392,5880100,239
393,5895100,240
394,5910100,239
395,5925100,242
396,5940100,244
397,5955100,238
398,5970100,236
399,5985100,237
400,6000100,242
401,6015100,237
402,6030100,238
403,6045100,241
404,6060100,240
405,6075100,239
406,6090100,245
407,6105100,239
408,6120100,240
409,6135100,236
410,6150100,239
411,6165100,240
412,6180100,235
413,6195100,244
414,6210100,243
415,6225100,239
416,6240100,239
417,6255100,241
418,6270100,240
419,6285100,240
420,6300100,243
421,6315100,243
422,6330100,241
423,6345100,242
424,6360100,243
425,6375100,241
426,6390100,241
427,6405100,237
428,6420100,239
429,6435100,237
430,6450100,240
431,6465100,244
432,6480100,241
433,6495100,243
434,6510100,239
435,6525100,236
436,6540100,238
437,6555100,242
438,6570100,238
439,6585100,240
440,6600100,242
441,6615100,240
442,6630100,235
443,6645100,240
444,6660100,245
445,6675100,239
446,6690100,241
447,6705100,238
448,6720100,238
449,6735100,241
450,6750100,239
451,6765100,242
452,6780100,237
453,6795100,238
454,6810100,243
455,6825100,242
456,6840100,236
457,6855100,238
458,6870100,239
459,6885100,241
460,6900100,238
461,6915100,240
462,6930100,242
463,6945100,237
464,6960100,240
465,6975100,239
466,6990100,240
467,7005100,239
468,7020100,242
469,7035100,242
470,7050100,241
471,7065100,237
472,7080100,240
473,7095100,238
474,7110100,243
475,7125100,240
476,7140100,241
477,7155100,238
478,7170100,241
479,7185100,241
480,7200100,240
481,7215100,239
482,7230100,238
483,7245100,243
484,7260100,239
485,7275100,233
486,7290100,241
487,7305100,239
488,7320100,238
489,7335100,243
490,7350100,241
491,7365100,240
492,7380100,241
493,7395100,237
494,7410100,240
495,7425100,239
496,7440100,241
497,7455100,240
498,7470100,239
499,7485100,237
500,7500100,239
501,7515100,243
502,7530100,243
503,7545100,242
504,7560100,243
505,7575100,240
506,7590100,236
507,7605100,243
508,7620100,238
509,7635100,239
510,7650100,239
511,7665100,242
512,7680100,244
513,7695100,239
514,7710100,240
515,7725100,241
516,7740100,241
517,7755100,238
518,7770100,240
519,7785100,239
520,7800100,243
521,7815100,241
522,7830100,243
523,7845100,238
524,7860100,240
525,7875100,240
526,7890100,241
527,7905100,238
528,7920100,242
529,7935100,240
530,7950100,241
531,7965100,240
532,7980100,245
533,7995100,245
534,8010100,243
535,8025100,242
536,8040100,244
537,8055100,240
538,8070100,238
539,8085100,239
540,8100100,240
541,8115100,239
542,8130100,240
543,8145100,242
544,8160100,242
545,8175100,237
546,8190100,241
547,8205100,240
548,8220100,241
549,8235100,242
550,8250100,240
551,8265100,242
552,8280100,244
553,8295100,237
554,8310100,240
555,8325100,242
556,8340100,240
557,8355100,238
558,8370100,240
559,8385100,241
560,8400100,241
561,8415100,242
562,8430100,241
563,8445100,241
564,8460100,239
565,8475100,241
566,8490100,238
567,8505100,241
568,8520100,240
569,8535100,246
570,8550100,243
571,8565100,241
572,8580100,242
573,8595100,239
574,8610100,241
575,8625100,241
576,8640100,239
577,8655100,241
578,8670100,239
579,8685100,240
580,8700100,240
581,8715100,239
582,8730100,241
583,8745100,238
584,8760100,240
585,8775100,242
586,8790100,241
587,8805100,243
588,8820100,236
589,8835100,240
590,8850100,238
591,8865100,241
592,8880100,241
593,8895100,240
594,8910100,242
595,8925100,240
596,8940100,241
597,8955100,240
598,8970100,240
599,8985100,237
600,9000100,237
601,9015100,244
602,9030100,240
603,9045100,238
604,9060100,242
605,9075100,241
606,9090100,240
607,9105100,238
608,9120100,237
609,9135100,236
610,9150100,235
611,9165100,240
612,9180100,240
613,9195100,238
614,9210100,238
615,9225100,238
616,9240100,242
617,9255100,238
618,9270100,238
619,9285100,241
620,9300100,242
621,9315100,243
622,9330100,240
623,9345100,245
624,9360100,239
625,9375100,241
626,9390100,237
627,9405100,242
628,9420100,240
629,9435100,239
630,9450100,238
631,9465100,238
632,9480100,237
633,9495100,243
634,9510100,241
635,9525100,241
636,9540100,244
637,9555100,242
638,9570100,241
639,9585100,239
640,9600100,239
641,9615100,241
642,9630100,242
643,9645100,239
644,9660100,243
645,9675100,238
646,9690100,241
647,9705100,240
648,9720100,241
649,9735100,240
650,9750100,241
651,9765100,244
652,9780100,236
653,9795100,240
654,9810100,244
655,9825100,242
656,9840100,238
657,9855100,244
658,9870100,238
659,9885100,240
660,9900100,237
661,9915100,244
662,9930100,238
663,9945100,242
664,9960100,239
665,9975100,239
666,9990100,244
667,10005100,238
668,10020100,239
669,10035100,241
670,10050100,241
671,10065100,240
672,10080100,242
673,10095100,243
674,10110100,239
675,10125100,236
676,10140100,241
677,10155100,246
678,10170100,240
679,10185100,239
680,10200100,240
681,10215100,238
682,10230100,238
683,10245100,242
684,10260100,238
685,10275100,240
686,10290100,243
687,10305100,243
688,10320100,238
689,10335100,239
690,10350100,240
691,10365100,238
692,10380100,239
693,10395100,237
694,10410100,242
695,10425100,239
696,10440100,241
697,10455100,238
698,10470100,238
699,10485100,241
700,10500100,241
701,10515100,238
702,10530100,238
703,10545100,238
704,10560100,244
705,10575100,241
706,10590100,240
707,10605100,243
708,10620100,243
709,10635100,237
710,10650100,239
711,10665100,242
712,10680100,237
713,10695100,244
714,10710100,239
715,10725100,239
716,10740100,241
717,10755100,246
718,10770100,238
719,10785100,237
720,10800100,239
721,10815100,243
722,10830100,243
723,10845100,240
724,10860100,240
725,10875100,241
726,10890100,242
727,10905100,242
728,10920100,240
729,10935100,236
730,10950100,238
731,10965100,240
732,10980100,241
733,10995100,239
734,11010100,242
735,11025100,237
736,11040100,237
737,11055100,238
738,11070100,239
739,11085100,239
740,11100100,239
741,11115100,241
742,11130100,239
743,11145100,240
744,11160100,242
745,11175100,241
746,11190100,240
747,11205100,243
748,11220100,239
749,11235100,239
750,11250100,246
751,11265100,240
752,11280100,243
753,11295100,243
754,11310100,239
755,11325100,237
756,11340100,240
757,11355100,240
758,11370100,244
759,11385100,242
760,11400100,241
761,11415100,242
762,11430100,238
763,11445100,239
764,11460100,240
765,11475100,242
766,11490100,238
767,11505100,242
768,11520100,241
769,11535100,244
770,11550100,239
771,11565100,240
772,11580100,242
773,11595100,241
774,11610100,243
775,11625100,240
776,11640100,239
777,11655100,239
778,11670100,239
779,11685100,238
780,11700100,246
781,11715100,242
782,11730100,238
783,11745100,238
784,11760100,240
785,11775100,237
786,11790100,237
787,11805100,241
788,11820100,240
789,11835100,239
790,11850100,242
791,11865100,241
792,11880100,244
793,11895100,240
794,11910100,241
795,11925100,242
796,11940100,236
797,11955100,239
798,11970100,236
799,11985100,239
800,12000100,240
801,12015100,239
802,12030100,238
803,12045100,238
804,12060100,240
805,12075100,238
806,12090100,241
807,12105100,237
808,12120100,240
809,12135100,240
810,12150100,239
811,12165100,237
812,12180100,238
813,12195100,239
814,12210100,240
815,12225100,239
816,12240100,242
817,12255100,243
818,12270100,244
819,12285100,239
820,12300100,241
821,12315100,239
822,12330100,239
823,12345100,239
824,12360100,238
825,12375100,242
826,12390100,241
827,12405100,242
828,12420100,240
829,12435100,243
830,12450100,236
831,12465100,243
832,12480100,241
833,12495100,243
834,12510100,239
835,12525100,240
836,12540100,238
837,12555100,240
838,12570100,240
839,12585100,239
840,12600100,239
841,12615100,237
842,12630100,238
843,12645100,242
844,12660100,236
845,12675100,238
846,12690100,237
847,12705100,239
848,12720100,239
849,12735100,238
850,12750100,238
851,12765100,236
852,12780100,237
853,12795100,235
854,12810100,239
855,12825100,243
856,12840100,240
857,12855100,239
858,12870100,238
859,12885100,236
860,12900100,238
861,12915100,238
862,12930100,241
863,12945100,243
864,12960100,239
865,12975100,244
866,12990100,240
867,13005100,242
868,13020100,239
869,13035100,242
870,13050100,243
871,13065100,242
872,13080100,241
873,13095100,237
874,13110100,242
875,13125100,242
876,13140100,238
877,13155100,240
878,13170100,244
879,13185100,240
880,13200100,241
881,13215100,242
882,13230100,237
883,13245100,240
884,13260100,242
885,13275100,240
886,13290100,238
887,13305100,240
888,13320100,243
889,13335100,238
890,13350100,244
891,13365100,240
892,13380100,239
893,13395100,242
894,13410100,239
895,13425100,244
896,13440100,239
897,13455100,237
898,13470100,242
899,13485100,238
900,13500100,242
901,13515100,239
902,13530100,239
903,13545100,242
904,13560100,239
905,13575100,239
906,13590100,240
907,13605100,241
908,13620100,239
909,13635100,237
910,13650100,242
911,13665100,239
912,13680100,237
913,13695100,239
914,13710100,245
915,13725100,240
916,13740100,239
917,13755100,240
918,13770100,239
919,13785100,241
920,13800100,241
921,13815100,238
922,13830100,239
923,13845100,240
924,13860100,237
925,13875100,240
926,13890100,240
927,13905100,242
928,13920100,242
929,13935100,241
930,13950100,245
931,13965100,240
932,13980100,242
933,13995100,243
934,14010100,245
935,14025100,237
936,14040100,239
937,14055100,238
938,14070100,241
939,14085100,238
940,14100100,237
941,14115100,237
942,14130100,242
943,14145100,241
944,14160100,242
945,14175100,240
946,14190100,240
947,14205100,239
948,14220100,241
949,14235100,238
950,14250100,240
951,14265100,239
952,14280100,240
953,14295100,244
954,14310100,240
955,14325100,241
956,14340100,241
957,14355100,244
958,14370100,238
959,14385100,240
960,14400100,240
961,14415100,242
962,14430100,242
963,14445100,236
964,14460100,236
965,14475100,243
966,14490100,240
967,14505100,243
968,14520100,238
969,14535100,237
970,14550100,240
971,14565100,237
972,14580100,238
973,14595100,242
974,14610100,237
975,14625100,239
976,14640100,240
977,14655100,237
978,14670100,239
979,14685100,239
980,14700100,241
981,14715100,243
982,14730100,240
983,14745100,238
984,14760100,241
985,14775100,241
986,14790100,238
987,14805100,242
988,14820100,236
989,14835100,239
990,14850100,241
991,14865100,241
992,14880100,240
993,14895100,239
994,14910100,241
995,14925100,239
996,14940100,239
997,14955100,243
998,14970100,243
999,14985100,240
1000,15000100,238
1001,15015100,239
1002,15030100,239
1003,15045100,241
1004,15060100,243
1005,15075100,238
1006,15090100,242
1007,15105100,244
1008,15120100,238
1009,15135100,243
1010,15150100,240
1011,15165100,238
1012,15180100,238
1013,15195100,240
1014,15210100,241
1015,15225100,238
1016,15240100,242
1017,15255100,236
1018,15270100,241
1019,15285100,242
1020,15300100,239
1021,15315100,238
1022,15330100,240
1023,15345100,241
